"","words","n","pos","neg"
"6813","noob",1,0,1
"6814","noodl",1,0,1
"6815","noooooo",1,0,1
"6816","nooooooo",1,0,1
"6817","noooooooooooooooooo",1,0,1
"6818","nooooop",1,0,1
"6819","nooooow",1,1,0
"6820","noooot",1,0,1
"6821","nooow",1,1,0
"6822","norapowel19",1,1,0
"6823","norh",1,1,0
"6824","north",1,0,1
"6825","northern",1,1,0
"6826","norwegian",1,0,1
"6827","noseble",1,0,1
"6828","nosmet",1,1,0
"6829","nostalgia",1,1,0
"6830","notch",1,0,1
"6831","notcool",1,0,1
"6832","notgonnabeactivefor2weeksdontmissittoomuch",1,0,1
"6833","nothaveld765",1,0,1
"6834","notr",1,0,1
"6835","nou",1,0,1
"6836","novel",1,1,0
"6837","novemb",1,0,1
"6838","nowaday",1,1,0
"6839","nowday",1,0,1
"6840","nowi",1,0,1
"6841","nowplay",1,1,0
"6842","nowse",1,1,0
"6843","nowt",1,0,1
"6844","nowwhen",1,0,1
"6845","nowwt",1,0,1
"6846","nowwww",1,0,1
"6847","np",1,1,0
"6848","nrltigersroost",1,0,1
"6849","nsbzhdnxndamal",1,0,1
"6850","nsnsupplement",1,1,0
"6851","nstp",1,0,1
"6852","nt4",1,1,0
"6853","nuclear",1,0,1
"6854","nudg",1,1,0
"6855","nugget",1,0,1
"6856","nuka",1,1,0
"6857","numb",1,0,1
"6858","numbero",1,1,0
"6859","nun",1,1,0
"6860","nutella",1,0,1
"6861","nutshel",1,1,0
"6862","nuuh",1,0,1
"6863","nux",1,0,1
"6864","nvr",1,0,1
"6865","nwb",1,1,0
"6866","ny",1,0,1
"6867","nyc",1,1,0
"6868","nyquil",1,0,1
"6869","nys",1,0,1
"6870","nz",1,1,0
"6871","ob",1,0,1
"6872","obakeng",1,1,0
"6873","obama",1,1,0
"6874","obamainkenya",1,1,0
"6875","obi",1,1,0
"6876","obituari",1,1,0
"6877","obstacl",1,1,0
"6878","obv",1,1,0
"6879","obyun",1,0,1
"6880","occas",1,1,0
"6881","occasion",1,0,1
"6882","occur",1,0,1
"6883","och",1,1,0
"6884","oclock",1,1,0
"6885","octob",1,0,1
"6886","ode",1,0,1
"6887","oe",1,1,0
"6888","offend",1,0,1
"6889","offerbut",1,0,1
"6890","offroad",1,0,1
"6891","offshor",1,1,0
"6892","ohaha",1,1,0
"6893","ohgod",1,0,1
"6894","ohhhh",1,0,1
"6895","ohioan",1,1,0
"6896","ohmyg",1,1,0
"6897","ohmygod",1,0,1
"6898","oi",1,0,1
"6899","oili",1,1,0
"6900","okayish",1,0,1
"6901","okayx",1,0,1
"6902","okayyyi",1,0,1
"6903","oki",1,0,1
"6904","okkay",1,1,0
"6905","okok",1,1,0
"6906","oldi",1,0,1
"6907","oldporridg",1,1,0
"6908","oldschool",1,1,0
"6909","ole",1,0,1
"6910","oley",1,1,0
"6911","oliv",1,1,0
"6912","oliviafowles891",1,1,0
"6913","olur",1,1,0
"6914","olymp",1,0,1
"6915","om",1,1,0
"6916","omar",1,1,0
"6917","omaygad",1,0,1
"6918","omgg",1,1,0
"6919","omggg",1,0,1
"6920","omgggg",1,0,1
"6921","omgyour",1,0,1
"6922","onair",1,1,0
"6923","oneal",1,1,0
"6924","onion",1,0,1
"6925","onkey",1,1,0
"6926","onli",1,0,1
"6927","onpack",1,1,0
"6928","onscreen",1,0,1
"6929","ont",1,1,0
"6930","ontheroadagain2015",1,0,1
"6931","onward",1,0,1
"6932","onyu",1,1,0
"6933","ooh",1,1,0
"6934","oomf",1,1,0
"6935","oooooh",1,1,0
"6936","oooooooooohh",1,1,0
"6937","oooooooouch",1,0,1
"6938","oooop",1,0,1
"6939","ooz",1,1,0
"6940","openfollow",1,1,0
"6941","operatorswal",1,1,0
"6942","opi",1,1,0
"6943","opixer805",1,0,1
"6944","opossum",1,1,0
"6945","oppahug",1,0,1
"6946","oppamiss",1,1,0
"6947","oppayaa",1,1,0
"6948","oppos",1,1,0
"6949","opposit",1,1,0
"6950","oppress",1,0,1
"6951","opt",1,0,1
"6952","optim",1,1,0
"6953","optimis",1,0,1
"6954","optout",1,0,1
"6955","oracl",1,1,0
"6956","orayt",1,1,0
"6957","orcalov",1,0,1
"6958","orchard",1,1,0
"6959","orchestra",1,0,1
"6960","ordinari",1,1,0
"6961","ore",1,0,1
"6962","oreo",1,0,1
"6963","orhan",1,1,0
"6964","orig",1,0,1
"6965","orlean",1,1,0
"6966","orphan",1,0,1
"6967","orz",1,1,0
"6968","oscar",1,1,0
"6969","osea",1,0,1
"6970","oshieer",1,1,0
"6971","oss",1,1,0
"6972","otamendi",1,0,1
"6973","otani",1,0,1
"6974","oth",1,1,0
"6975","otl",1,0,1
"6976","otter",1,0,1
"6977","otwol",1,1,0
"6978","ou",1,1,0
"6979","ouat",1,0,1
"6980","ouchosteopath",1,1,0
"6981","ought",1,1,0
"6982","our",1,0,1
"6983","ourdisneyinfin",1,1,0
"6984","ourselv",1,1,0
"6985","outboard",1,1,0
"6986","outdat",1,0,1
"6987","outdoor",1,1,0
"6988","outfwith",1,0,1
"6989","outliv",1,0,1
"6990","outnumb",1,0,1
"6991","outrag",1,1,0
"6992","outstand",1,1,0
"6993","outtak",1,1,0
"6994","ouucchhh",1,0,1
"6995","oval",1,1,0
"6996","overcast",1,0,1
"6997","overdrawn",1,0,1
"6998","overdu",1,1,0
"6999","overgener",1,1,0
"7000","overload",1,1,0
"7001","overnight",1,1,0
"7002","overweight",1,0,1
"7003","owe",1,1,0
"7004","owl",1,1,0
"7005","owli",1,1,0
"7006","owww",1,0,1
"7007","p2",1,0,1
"7008","p90",1,1,0
"7009","p90x",1,1,0
"7010","paalam",1,0,1
"7011","pabebegirl",1,0,1
"7012","pacopi",1,0,1
"7013","paddock",1,1,0
"7014","paindo",1,1,0
"7015","pake",1,1,0
"7016","pakighinabi",1,0,1
"7017","pakistani",1,1,0
"7018","pala",1,0,1
"7019","palembang",1,0,1
"7020","pallavi",1,1,0
"7021","pamer",1,1,0
"7022","pampanga",1,1,0
"7023","pamuk",1,1,0
"7024","pana",1,0,1
"7025","pandimension",1,1,0
"7026","panel",1,0,1
"7027","panem",1,0,1
"7028","panga",1,0,1
"7029","panic",1,0,1
"7030","pano",1,0,1
"7031","panti",1,1,0
"7032","papa",1,1,0
"7033","paperboy",1,1,0
"7034","papertown",1,0,1
"7035","paperwhit",1,1,0
"7036","para",1,1,0
"7037","parad",1,0,1
"7038","paradis",1,1,0
"7039","paralysi",1,1,0
"7040","paralyz",1,1,0
"7041","parasyt",1,0,1
"7042","pardon",1,1,0
"7043","parijat",1,0,1
"7044","parkshar",1,1,0
"7045","parrot",1,0,1
"7046","particip",1,1,0
"7047","pasha",1,0,1
"7048","passport",1,0,1
"7049","password",1,1,0
"7050","passwordrecal",1,0,1
"7051","patch",1,0,1
"7052","pathor",1,1,0
"7053","pathway",1,1,0
"7054","patienc",1,1,0
"7055","patml482",1,0,1
"7056","patriot",1,1,0
"7057","patron",1,1,0
"7058","pattern",1,1,0
"7059","patti",1,1,0
"7060","paulin",1,1,0
"7061","paus",1,0,1
"7062","pausetim",1,1,0
"7063","paw",1,0,1
"7064","payn",1,1,0
"7065","paysafecard",1,1,0
"7066","pbb737bigatingconcert",1,1,0
"7067","pbcontest",1,0,1
"7068","pbevent",1,1,0
"7069","pblogger",1,1,0
"7070","pbr",1,0,1
"7071","pcb",1,0,1
"7072","pchelok",1,1,0
"7073","pd",1,0,1
"7074","pdf",1,0,1
"7075","pea",1,0,1
"7076","peachyloan",1,1,0
"7077","peak",1,1,0
"7078","pearl",1,1,0
"7079","pearson",1,1,0
"7080","peasant",1,0,1
"7081","pebbl",1,1,0
"7082","pech",1,1,0
"7083","pedal",1,1,0
"7084","pedant",1,1,0
"7085","pee",1,0,1
"7086","peed",1,0,1
"7087","pefumeri",1,1,0
"7088","pegea",1,0,1
"7089","pegel",1,1,0
"7090","peh",1,1,0
"7091","pen",1,0,1
"7092","penacova",1,1,0
"7093","peni",1,0,1
"7094","penni",1,0,1
"7095","penrithemu",1,0,1
"7096","pension",1,0,1
"7097","penthous",1,1,0
"7098","penyfan",1,0,1
"7099","peopleshoot",1,0,1
"7100","pepper",1,0,1
"7101","pepsi",1,1,0
"7102","per",1,1,0
"7103","percentag",1,0,1
"7104","peregrin",1,0,1
"7105","perfum",1,0,1
"7106","period",1,0,1
"7107","periscop",1,0,1
"7108","personalis",1,1,0
"7109","perspect",1,0,1
"7110","persuad",1,0,1
"7111","peru",1,1,0
"7112","pervert",1,1,0
"7113","pesaro",1,0,1
"7114","peso",1,0,1
"7115","petal",1,0,1
"7116","petit",1,0,1
"7117","petjam",1,1,0
"7118","petra",1,1,0
"7119","petrol",1,0,1
"7120","peyton",1,1,0
"7121","pffff",1,0,1
"7122","pfft",1,0,1
"7123","pg279q",1,0,1
"7124","pglcsgo",1,1,0
"7125","pgs",1,0,1
"7126","phandroid",1,0,1
"7127","phantasi",1,0,1
"7128","pharma",1,0,1
"7129","phela",1,1,0
"7130","phenomen",1,1,0
"7131","phew",1,1,0
"7132","phil",1,1,0
"7133","philea",1,1,0
"7134","philli",1,1,0
"7135","philosoph",1,1,0
"7136","phir",1,1,0
"7137","phl",1,1,0
"7138","phoeb",1,0,1
"7139","phonegraph",1,1,0
"7140","photocard",1,0,1
"7141","photoshoooot",1,0,1
"7142","photoshoot",1,1,0
"7143","php",1,1,0
"7144","php5mysql",1,0,1
"7145","phps",1,1,0
"7146","phrase",1,0,1
"7147","phulani",1,1,0
"7148","physiotherapi",1,1,0
"7149","physiqu",1,1,0
"7150","picki",1,0,1
"7151","pictwittercomjxz2lbv6o",1,1,0
"7152","picwhat",1,0,1
"7153","pie",1,1,0
"7154","pier",1,0,1
"7155","pierojogg",1,1,0
"7156","pigeon",1,0,1
"7157","piggin",1,1,0
"7158","pijjabłka",1,1,0
"7159","pikami",1,1,0
"7160","pill",1,1,0
"7161","pilllow",1,0,1
"7162","pin7df9e60a",1,1,0
"7163","pine",1,0,1
"7164","pinkfinit",1,0,1
"7165","pinya",1,1,0
"7166","pip",1,0,1
"7167","pipe",1,0,1
"7168","pippa",1,1,0
"7169","pirouett",1,1,0
"7170","pish",1,0,1
"7171","pistol",1,1,0
"7172","pit",1,0,1
"7173","pitbul",1,1,0
"7174","pitchwar",1,0,1
"7175","pitmantrain",1,1,0
"7176","pjs",1,0,1
"7177","plagu",1,0,1
"7178","plain",1,0,1
"7179","planner",1,0,1
"7180","planningtim",1,1,0
"7181","platon",1,1,0
"7182","playabl",1,0,1
"7183","playin",1,0,1
"7184","pleaaas",1,0,1
"7185","pleasanton",1,0,1
"7186","pleaseeee",1,0,1
"7187","pledg",1,0,1
"7188","plezzzz",1,1,0
"7189","pli",1,1,0
"7190","pliss",1,0,1
"7191","plisss",1,0,1
"7192","pll",1,0,1
"7193","plss",1,0,1
"7194","plsss",1,0,1
"7195","plsssssss",1,0,1
"7196","plssssssssssssssss",1,0,1
"7197","pluckerssss",1,0,1
"7198","plugdj",1,0,1
"7199","plugin",1,1,0
"7200","plush",1,1,0
"7201","plusmil",1,1,0
"7202","poc",1,0,1
"7203","pod",1,0,1
"7204","poem",1,1,0
"7205","poetri",1,1,0
"7206","pokemon",1,1,0
"7207","polaroid",1,0,1
"7208","poldi",1,1,0
"7209","polish",1,1,0
"7210","politician",1,1,0
"7211","polka",1,0,1
"7212","pollut",1,0,1
"7213","pon",1,0,1
"7214","pong",1,1,0
"7215","poni",1,1,0
"7216","pooo",1,0,1
"7217","poooo",1,0,1
"7218","poooootek",1,0,1
"7219","poop",1,0,1
"7220","poopi",1,0,1
"7221","popol",1,0,1
"7222","poppin",1,0,1
"7223","popsicl",1,1,0
"7224","popular",1,0,1
"7225","popularor",1,1,0
"7226","por",1,0,1
"7227","pora",1,0,1
"7228","porch",1,1,0
"7229","porosh",1,1,0
"7230","porsch",1,1,0
"7231","porschesupercup",1,1,0
"7232","portsmouth",1,1,0
"7233","portugal2015",1,1,0
"7234","posey",1,1,0
"7235","possitv",1,1,0
"7236","postcod",1,0,1
"7237","posti",1,0,1
"7238","postiv",1,1,0
"7239","postpon",1,0,1
"7240","pot",1,1,0
"7241","potagermi",1,0,1
"7242","potato",1,0,1
"7243","potenti",1,1,0
"7244","pothol",1,0,1
"7245","potter",1,0,1
"7246","pou",1,0,1
"7247","pounc",1,1,0
"7248","pout",1,1,0
"7249","povertyyouareevil",1,0,1
"7250","powder",1,0,1
"7251","powerpoint",1,0,1
"7252","powi",1,1,0
"7253","prami",1,0,1
"7254","prbrand",1,0,1
"7255","predict",1,0,1
"7256","preform",1,0,1
"7257","pregnanc",1,0,1
"7258","pregnant",1,0,1
"7259","preholiday",1,0,1
"7260","prelim",1,1,0
"7261","premier",1,0,1
"7262","premiun",1,0,1
"7263","prepaid",1,0,1
"7264","prescott",1,1,0
"7265","prescript",1,0,1
"7266","preseason",1,0,1
"7267","press",1,1,0
"7268","pressreleas",1,1,0
"7269","pret",1,0,1
"7270","pretoria",1,1,0
"7271","prettier",1,1,0
"7272","prettiest",1,1,0
"7273","pretzel",1,0,1
"7274","preval",1,0,1
"7275","preview",1,1,0
"7276","prexi",1,0,1
"7277","prey",1,0,1
"7278","pricelessantiqu",1,1,0
"7279","prima",1,0,1
"7280","princ",1,1,0
"7281","princess",1,1,0
"7282","princip",1,1,0
"7283","prinsesa",1,1,0
"7284","prior",1,1,0
"7285","prioriti",1,1,0
"7286","pris",1,1,0
"7287","prisssss",1,0,1
"7288","privaci",1,1,0
"7289","proactiv",1,1,0
"7290","problemat",1,0,1
"7291","problemmmmmmm",1,1,0
"7292","probnic",1,1,0
"7293","procedur",1,1,0
"7294","procrastin",1,1,0
"7295","progress",1,0,1
"7296","progrmr",1,1,0
"7297","prokabaddi",1,1,0
"7298","prolli",1,1,0
"7299","promethazin",1,0,1
"7300","prompt",1,0,1
"7301","pronounc",1,1,0
"7302","propa",1,0,1
"7303","prophet",1,1,0
"7304","proprieti",1,1,0
"7305","pros",1,1,0
"7306","prosecco",1,1,0
"7307","protein",1,0,1
"7308","proudtobem",1,1,0
"7309","proverb",1,1,0
"7310","provok",1,1,0
"7311","prrequest",1,1,0
"7312","prydz",1,0,1
"7313","ps3",1,1,0
"7314","psychopath",1,1,0
"7315","pti",1,1,0
"7316","ptsd",1,0,1
"7317","pubcast",1,1,0
"7318","pube",1,1,0
"7319","publilius",1,1,0
"7320","publish",1,1,0
"7321","pud",1,1,0
"7322","puffi",1,0,1
"7323","puhon",1,1,0
"7324","pun",1,1,0
"7325","punt",1,1,0
"7326","pup",1,0,1
"7327","purrtho",1,1,0
"7328","purti",1,0,1
"7329","pusher",1,1,0
"7330","pussycat",1,1,0
"7331","putovanja",1,1,0
"7332","pwrfl",1,1,0
"7333","pyaari",1,0,1
"7334","pyaaz",1,0,1
"7335","pyjama",1,0,1
"7336","pz",1,0,1
"7337","qatarday",1,1,0
"7338","qdon",1,0,1
"7339","qih",1,0,1
"7340","qt",1,0,1
"7341","quad",1,1,0
"7342","quan",1,1,0
"7343","quantum",1,1,0
"7344","que",1,0,1
"7345","queenesth",1,1,0
"7346","queri",1,1,0
"7347","quetiapin",1,0,1
"7348","quezon",1,1,0
"7349","qui",1,1,0
"7350","quicker",1,1,0
"7351","quickest",1,0,1
"7352","quiz",1,1,0
"7353","quuuuuuee",1,0,1
"7354","r2d2",1,1,0
"7355","rabbit",1,1,0
"7356","rachel",1,0,1
"7357","racial",1,0,1
"7358","racist",1,1,0
"7359","rad",1,1,0
"7360","rage",1,0,1
"7361","raha",1,0,1
"7362","raheel",1,1,0
"7363","raid",1,1,0
"7364","raincoat",1,1,0
"7365","raiz",1,0,1
"7366","rajnigandha",1,1,0
"7367","rajud",1,0,1
"7368","rakhi",1,1,0
"7369","rakna",1,1,0
"7370","rakyat",1,1,0
"7371","ralli",1,1,0
"7372","ram",1,1,0
"7373","ramadhan",1,0,1
"7374","ramd",1,0,1
"7375","ramo",1,0,1
"7376","ramzan",1,0,1
"7377","rancho",1,0,1
"7378","rand",1,0,1
"7379","randomreboot",1,0,1
"7380","randomrestart",1,0,1
"7381","randy9bi",1,1,0
"7382","rap",1,0,1
"7383","rape",1,1,0
"7384","rapist",1,0,1
"7385","rapper",1,1,0
"7386","rapunzel",1,1,0
"7387","rash",1,0,1
"7388","rashmi",1,1,0
"7389","rata",1,0,1
"7390","ratbaglat",1,0,1
"7391","rattl",1,0,1
"7392","ravag",1,1,0
"7393","rave",1,1,0
"7394","raven",1,0,1
"7395","raw",1,1,0
"7396","razzist1",1,0,1
"7397","rbi",1,0,1
"7398","rdd",1,0,1
"7399","re",1,1,0
"7400","reaali",1,0,1
"7401","reaalli",1,0,1
"7402","reaapear",1,1,0
"7403","reabsorbt",1,0,1
"7404","reachabl",1,1,0
"7405","readingr",1,1,0
"7406","readystockhijabmart",1,1,0
"7407","realliampayn",1,0,1
"7408","realoshi",1,1,0
"7409","realreview",1,1,0
"7410","rear",1,1,0
"7411","rearend",1,0,1
"7412","reassur",1,1,0
"7413","reboard",1,1,0
"7414","rec",1,1,0
"7415","recal",1,0,1
"7416","recap",1,1,0
"7417","receptionist",1,0,1
"7418","recharg",1,1,0
"7419","reciev",1,0,1
"7420","reckon",1,0,1
"7421","recov",1,0,1
"7422","redecor",1,1,0
"7423","redeem",1,0,1
"7424","redhead",1,1,0
"7425","redid",1,1,0
"7426","refer",1,1,0
"7427","refin",1,1,0
"7428","refuel",1,1,0
"7429","refurbish",1,0,1
"7430","regen",1,0,1
"7431","reh",1,1,0
"7432","rehash",1,0,1
"7433","reign",1,0,1
"7434","reina",1,1,0
"7435","rela",1,1,0
"7436","releasetyp",1,0,1
"7437","relentless",1,1,0
"7438","relev",1,1,0
"7439","relief",1,0,1
"7440","reliev",1,1,0
"7441","religion",1,1,0
"7442","remain",1,0,1
"7443","remarriag",1,1,0
"7444","remast",1,0,1
"7445","remedi",1,0,1
"7446","remot",1,1,0
"7447","renam",1,1,0
"7448","renew",1,1,0
"7449","rep",1,0,1
"7450","repackag",1,0,1
"7451","repay",1,1,0
"7452","replenish",1,1,0
"7453","reqd",1,1,0
"7454","rescoop",1,1,0
"7455","rescu",1,1,0
"7456","reset",1,0,1
"7457","resi",1,0,1
"7458","resort",1,1,0
"7459","resourc",1,0,1
"7460","respectlost",1,0,1
"7461","restart",1,0,1
"7462","resto",1,1,0
"7463","restor",1,0,1
"7464","retain",1,0,1
"7465","retali",1,1,0
"7466","retard",1,1,0
"7467","reus",1,1,0
"7468","revamp",1,0,1
"7469","reward",1,1,0
"7470","rewert",1,0,1
"7471","reynold",1,0,1
"7472","reynoldsgrl",1,0,1
"7473","rhd",1,0,1
"7474","rhisfor500",1,0,1
"7475","rhys",1,1,0
"7476","rice",1,0,1
"7477","rick",1,0,1
"7478","rickyfeb",1,1,0
"7479","ridden",1,1,0
"7480","rider",1,0,1
"7481","rightand",1,0,1
"7482","rightnow",1,0,1
"7483","rightth",1,0,1
"7484","rigid",1,1,0
"7485","rihanna",1,0,1
"7486","ripaaaaa",1,1,0
"7487","ripsandrabland",1,0,1
"7488","ripstegi",1,0,1
"7489","riptito",1,0,1
"7490","riri",1,0,1
"7491","riseso",1,0,1
"7492","riski",1,0,1
"7493","rito",1,0,1
"7494","ritual",1,1,0
"7495","riverd",1,1,0
"7496","rizal",1,0,1
"7497","rize",1,0,1
"7498","rlli",1,0,1
"7499","rlyhurt",1,0,1
"7500","rlyyyy",1,0,1
"7501","rm35",1,1,0
"7502","rma",1,0,1
"7503","rmtour2015",1,0,1
"7504","roadtrip",1,1,0
"7505","roar",1,0,1
"7506","roast",1,1,0
"7507","robe",1,0,1
"7508","robin",1,1,0
"7509","robinhood",1,0,1
"7510","robinhoodi",1,0,1
"7511","robyn",1,0,1
"7512","rocket",1,1,0
"7513","rockfish",1,1,0
"7514","rocro13glodyysbro",1,1,0
"7515","rod",1,1,0
"7516","rodder",1,1,0
"7517","rodfanta",1,0,1
"7518","rodwel",1,0,1
"7519","rogerwatch",1,0,1
"7520","rohingya",1,0,1
"7521","rohit",1,1,0
"7522","romabut",1,0,1
"7523","romantica",1,0,1
"7524","rome",1,0,1
"7525","roomi",1,1,0
"7526","roomit",1,0,1
"7527","roommat",1,0,1
"7528","roommateexperi",1,0,1
"7529","root",1,0,1
"7530","roseburi",1,0,1
"7531","rosh",1,1,0
"7532","rosidbinr",1,1,0
"7533","ross",1,0,1
"7534","rotorua",1,1,0
"7535","routt",1,1,0
"7536","roux",1,1,0
"7537","roy",1,1,0
"7538","rpli",1,0,1
"7539","rqst",1,1,0
"7540","rrp",1,1,0
"7541","rship",1,0,1
"7542","rtd",1,0,1
"7543","rtfav",1,1,0
"7544","rtss",1,1,0
"7545","rub",1,0,1
"7546","rubi",1,0,1
"7547","rudramadevi",1,1,0
"7548","rumbell",1,0,1
"7549","rumbl",1,0,1
"7550","rumpi",1,0,1
"7551","rundown",1,1,0
"7552","runescap",1,1,0
"7553","runni",1,0,1
"7554","rupert",1,0,1
"7555","ruth",1,0,1
"7556","rxthedailysurveyvot",1,1,0
"7557","ry",1,0,1
"7558","ryu",1,1,0
"7559","s02e04",1,1,0
"7560","s2",1,0,1
"7561","s2e12",1,0,1
"7562","s4",1,0,1
"7563","saaaaaaad",1,0,1
"7564","saaaad",1,0,1
"7565","saaad",1,0,1
"7566","saam",1,1,0
"7567","saar",1,1,0
"7568","sacconejoli",1,0,1
"7569","sachin",1,1,0
"7570","sadbad",1,0,1
"7571","sadkaay",1,1,0
"7572","sadlol",1,0,1
"7573","sadlyf",1,0,1
"7574","sadomasochist",1,1,0
"7575","sadomasochistsparadis",1,1,0
"7576","saera",1,1,0
"7577","safaa",1,0,1
"7578","safer",1,0,1
"7579","saffron",1,0,1
"7580","sail",1,1,0
"7581","sake",1,0,1
"7582","sakho",1,0,1
"7583","sakin",1,1,0
"7584","saklap",1,0,1
"7585","sakura",1,0,1
"7586","salabrati",1,0,1
"7587","salam",1,0,1
"7588","salamat",1,1,0
"7589","sali",1,1,0
"7590","salmon",1,1,0
"7591","salsa",1,1,0
"7592","samantha",1,1,0
"7593","sambal",1,1,0
"7594","samee",1,1,0
"7595","samei",1,0,1
"7596","samjha",1,0,1
"7597","samosa",1,1,0
"7598","sampath",1,1,0
"7599","sampl",1,0,1
"7600","samsung",1,1,0
"7601","sanda",1,1,0
"7602","sandboard",1,0,1
"7603","sandcastl",1,1,0
"7604","sandra",1,0,1
"7605","sandwhich",1,0,1
"7606","sane",1,0,1
"7607","santo",1,1,0
"7608","santorini",1,1,0
"7609","sanum",1,0,1
"7610","sanza",1,1,0
"7611","saphir",1,1,0
"7612","sapiosexu",1,0,1
"7613","sarajevo",1,0,1
"7614","saran",1,1,0
"7615","sararoc",1,0,1
"7616","sarcasm",1,1,0
"7617","sasin",1,0,1
"7618","satir",1,0,1
"7619","satisfi",1,0,1
"7620","saturdaythen",1,1,0
"7621","satya",1,0,1
"7622","satyajit",1,1,0
"7623","sausag",1,0,1
"7624","savag",1,1,0
"7625","savanna",1,0,1
"7626","savesso",1,1,0
"7627","savetherohingya",1,0,1
"7628","sayhappybirthday",1,1,0
"7629","sayhernam",1,0,1
"7630","sazbal",1,0,1
"7631","sbali",1,0,1
"7632","sbenu",1,0,1
"7633","scale",1,0,1
"7634","scam",1,1,0
"7635","scamper",1,1,0
"7636","scan",1,1,0
"7637","scar",1,1,0
"7638","scarf",1,0,1
"7639","scenario",1,0,1
"7640","sch",1,0,1
"7641","sched",1,0,1
"7642","scheuermann",1,0,1
"7643","schoolsoutforsumm",1,1,0
"7644","schoolwork",1,0,1
"7645","scififan",1,1,0
"7646","scissor",1,0,1
"7647","scold",1,0,1
"7648","scone",1,0,1
"7649","scotlandismass",1,1,0
"7650","scottish",1,0,1
"7651","scouser",1,1,0
"7652","scout",1,1,0
"7653","screencap",1,1,0
"7654","scroll",1,0,1
"7655","scrub",1,0,1
"7656","scrummi",1,1,0
"7657","sculptor",1,1,0
"7658","scurri",1,1,0
"7659","sd",1,0,1
"7660","se100lead",1,1,0
"7661","seafood",1,1,0
"7662","seatmat",1,0,1
"7663","sebastian",1,0,1
"7664","secondari",1,0,1
"7665","sect",1,0,1
"7666","sed",1,0,1
"7667","seehiah",1,0,1
"7668","seek",1,0,1
"7669","seeker",1,0,1
"7670","segalakatakata",1,1,0
"7671","sel",1,0,1
"7672","selamat",1,1,0
"7673","selamathariraya",1,1,0
"7674","selangor",1,0,1
"7675","select",1,1,0
"7676","selekt",1,1,0
"7677","selen",1,0,1
"7678","selfieeee",1,1,0
"7679","selfish",1,0,1
"7680","selfpublish",1,1,0
"7681","selfxss",1,0,1
"7682","selo",1,1,0
"7683","selway",1,1,0
"7684","sembuh",1,1,0
"7685","semi",1,1,0
"7686","sengenza",1,0,1
"7687","senight468",1,0,1
"7688","senpai",1,0,1
"7689","sensiesha",1,0,1
"7690","sensor",1,0,1
"7691","sentirs",1,0,1
"7692","seo",1,0,1
"7693","seouljin",1,1,0
"7694","separ",1,1,0
"7695","septum",1,0,1
"7696","sequel",1,0,1
"7697","ser",1,0,1
"7698","serbia",1,0,1
"7699","serbian",1,0,1
"7700","servicewithasmil",1,1,0
"7701","servus",1,1,0
"7702","setokido",1,1,0
"7703","setter",1,0,1
"7704","settl",1,1,0
"7705","setup",1,1,0
"7706","seungchan",1,0,1
"7707","seungyeon",1,1,0
"7708","sew",1,0,1
"7709","sexcam",1,0,1
"7710","sexchat",1,1,0
"7711","sexyamelie20",1,0,1
"7712","sexyjane19",1,0,1
"7713","sfs",1,0,1
"7714","sfvbeta",1,1,0
"7715","sg1",1,1,0
"7716","shaa",1,0,1
"7717","shaaaa",1,0,1
"7718","shadow",1,1,0
"7719","shadowplayloui",1,1,0
"7720","shahid",1,1,0
"7721","shalwarkameez",1,1,0
"7722","sham",1,0,1
"7723","shamen",1,0,1
"7724","shamuon",1,0,1
"7725","shannon",1,1,0
"7726","shanzay",1,0,1
"7727","shape",1,0,1
"7728","shark",1,0,1
"7729","sharm",1,1,0
"7730","sharyl",1,0,1
"7731","shatter",1,1,0
"7732","shaun",1,1,0
"7733","shauri",1,1,0
"7734","shawn",1,0,1
"7735","shawti",1,0,1
"7736","shaylan",1,0,1
"7737","she",1,1,0
"7738","sheen",1,1,0
"7739","sheer",1,1,0
"7740","sheeran",1,0,1
"7741","shek609",1,0,1
"7742","shell",1,1,0
"7743","sheriff",1,0,1
"7744","sheskindahot",1,1,0
"7745","shet",1,1,0
"7746","shi",1,0,1
"7747","shiatsu",1,0,1
"7748","shiiiit",1,0,1
"7749","shiiiitt",1,1,0
"7750","shiiit",1,0,1
"7751","shini",1,0,1
"7752","shinsengumi",1,0,1
"7753","shipper",1,1,0
"7754","shir0",1,1,0
"7755","shirleycam",1,0,1
"7756","shite",1,0,1
"7757","shitfac",1,1,0
"7758","shithous",1,0,1
"7759","shitti",1,0,1
"7760","shittier",1,0,1
"7761","shityour",1,0,1
"7762","shiva",1,1,0
"7763","shiver",1,0,1
"7764","sho",1,1,0
"7765","shob",1,1,0
"7766","shoeshi",1,1,0
"7767","shogi",1,0,1
"7768","sholong",1,0,1
"7769","shor",1,0,1
"7770","shorthair",1,1,0
"7771","shortlist",1,1,0
"7772","shouldeeerr",1,0,1
"7773","shouldv",1,0,1
"7774","shoushitsu",1,1,0
"7775","showbox",1,0,1
"7776","shown",1,1,0
"7777","showpo",1,1,0
"7778","showsim",1,1,0
"7779","shravan",1,0,1
"7780","shropshir",1,1,0
"7781","shud",1,1,0
"7782","shweta",1,1,0
"7783","shxbs",1,0,1
"7784","si",1,0,1
"7785","sia",1,1,0
"7786","sialan",1,0,1
"7787","siannn",1,0,1
"7788","sibuk",1,1,0
"7789","sic",1,0,1
"7790","siddi",1,1,0
